#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      315.4   206.5   148.8   210.3   223.0   291.8   333.1   359.2   378.1   400.3   428.1   467.8   551.7  1628.2  9468.6  30176.8    30290  1715180525460  1715180535572
read      322.5   199.7   148.8   210.5   224.2   300.6   343.3   368.7   387.5   408.6   435.2   475.8   571.4  1578.9  8595.9  30284.1    30295  1715180537078  1715180547188
read      325.7   221.1   160.7   212.7   226.3   303.6   345.9   371.4   390.3   411.5   437.0   476.8   570.1  2053.2 10834.4  30329.1    30300  1715180548695  1715180558804
read      329.6   221.5   148.8   211.0   225.7   307.8   351.9   377.1   395.4   416.8   443.2   484.5   584.0  2450.0 11230.6  30289.6    30305  1715180560310  1715180570422
read      313.8   187.1   160.7   209.3   222.3   292.6   333.3   358.5   376.8   398.8   425.6   462.9   543.7  1077.4  9591.7  30224.4    30310  1715180571929  1715180582044
read      327.1   214.4   160.7   208.3   223.1   306.7   350.2   375.3   394.1   415.2   440.4   478.5   575.5  1876.9 10051.1  30329.0    30315  1715180583551  1715180593661
read      319.4   222.4   160.7   206.7   220.9   297.0   339.6   365.0   383.5   404.1   430.8   468.0   551.0  2060.4  9470.9  30353.6    30320  1715180595169  1715180605282
read      312.2   164.1   160.7   209.6   222.7   290.5   330.3   355.8   374.3   397.1   424.9   463.7   544.5  1064.3  7844.8  30253.3    30325  1715180606789  1715180616904
read      319.1   195.9   160.7   210.8   224.1   295.8   337.9   364.3   383.6   405.2   433.3   473.0   564.6  1259.1  9341.8  30293.9    30330  1715180618409  1715180628520
read      327.0   231.3   160.7   211.3   225.0   303.5   347.5   373.5   392.7   414.4   441.0   481.2   578.0  1906.1 10732.2  30325.9    30335  1715180630025  1715180640142
read      305.6   220.3   160.7   204.5   216.9   282.4   319.5   344.1   363.3   385.5   413.0   453.1   538.6  1494.0 10058.0  30283.3    30340  1715180641650  1715180651769
